,Customer_ID,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker,Default_On_Payment,Count,pred,,,,,
892,100892,A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,0,1,0.027636613,,,,,
893,100893,A11,12,A34,A40,2171,A61,A73,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,0,1,0.159836518,,,,,
894,100894,A12,36,A34,A41,5800,A61,A73,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,0,1,0.068828282,,,,,
895,100895,A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,0,1,0.016373062,,,,,
897,100897,A11,21,A32,A43,2606,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,0,1,0.443403392,,,,,
898,100898,A14,12,A34,A42,1592,A64,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,0,1,0.002305407,,,,,
899,100899,A14,15,A32,A42,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,0,1,0.059594672,,,,,
900,100900,A11,18,A32,A42,4153,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,1,1,0.437156294,,,,,
901,100901,A11,16,A34,A40,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,1,1,0.165229854,,,,,
902,100902,A14,20,A34,A40,3485,A65,A72,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,0,1,0.045675441,,,,,
904,100904,A14,15,A32,A43,1386,A65,A73,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,0,1,0.045870145,,,,,
905,100905,A14,24,A32,A43,1278,A61,A75,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,0,1,0.089012374,,,,,
906,100906,A11,12,A32,A43,1107,A61,A73,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,0,1,0.231466416,,,,,
907,100907,A11,21,A32,A40,3763,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,0,1,0.083710401,,,,,
908,100908,A12,36,A32,A46,3711,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,0,1,0.579830404,,,,,
909,100909,A14,15,A33,A41,3594,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,0,1,0.029557386,,,,,
910,100910,A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,0,1,0.23446653,,,,,
911,100911,A14,36,A33,A43,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,0,1,0.323617953,,,,,
912,100912,A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,1,1,0.393971226,,,,,
913,100913,A12,30,A32,A43,2991,A65,A75,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,0,1,0.277303522,,,,,
914,100914,A14,11,A32,A49,2142,A64,A75,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,0,1,0.01377006,,,,,
915,100915,A11,24,A31,A49,3161,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,1,1,0.607678749,,,,,
917,100917,A14,10,A32,A41,2848,A62,A73,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,0,1,0.028569135,,,,,
919,100919,A11,24,A32,A42,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,1,1,0.567407667,,,,,
920,100920,A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,1,1,0.392912417,,,,,
921,100921,A14,18,A34,A42,1817,A61,A73,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,0,1,0.112947641,,,,,
923,100923,A11,9,A32,A43,1366,A61,A72,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,1,0.407214888,,,,,
924,100924,A12,12,A32,A40,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,0,1,0.31114659,,,,,
926,100926,A11,12,A31,A40,697,A61,A72,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,1,1,0.822440588,,,,,
927,100927,A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,0,1,0.462433981,,,,,
929,100929,A14,30,A32,A43,1867,A65,A75,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,0,1,0.05533471,,,,,
930,100930,A11,12,A33,A40,1344,A61,A73,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,0,1,0.703505772,,,,,
931,100931,A11,24,A32,A42,1747,A61,A72,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,0,1,0.283749937,,,,,
932,100932,A12,9,A32,A43,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,1,1,0.231344643,,,,,
933,100933,A14,9,A34,A40,1224,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,0,1,0.081772881,,,,,
934,100934,A14,12,A34,A43,522,A63,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,0,1,0.039973241,,,,,
935,100935,A11,12,A32,A43,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,0,1,0.596412196,,,,,
936,100936,A12,30,A33,A43,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,1,1,0.657881061,,,,,
937,100937,A13,9,A32,A43,745,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,1,1,0.222284317,,,,,
938,100938,A12,6,A32,A43,2063,A61,A72,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,0,1,0.194288808,,,,,
941,100941,A14,12,A32,A40,3527,A65,A72,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,0,1,0.043924608,,,,,
942,100942,A14,10,A32,A40,1546,A61,A73,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,0,1,0.04387102,,,,,
943,100943,A14,24,A32,A42,929,A65,A74,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,0,1,0.064665279,,,,,
944,100944,A14,4,A34,A40,1455,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,0,1,0.035308455,,,,,
945,100945,A11,15,A32,A42,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,0,1,0.30174888,,,,,
947,100947,A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,1,1,0.72931104,,,,,
948,100948,A14,12,A32,A40,2859,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,0,1,0.048163353,,,,,
949,100949,A14,18,A32,A42,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,1,1,0.419102586,,,,,
950,100950,A14,24,A32,A43,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,1,1,0.066813768,,,,,
951,100951,A12,18,A34,A49,3590,A61,A71,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,0,1,0.268875575,,,,,
952,100952,A11,36,A33,A49,2145,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,1,1,0.38843429,,,,,
953,100953,A12,24,A32,A41,4113,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,1,1,0.189889947,,,,,
955,100955,A11,12,A32,A40,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,0,1,0.329791935,,,,,
956,100956,A11,24,A34,A43,1231,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,0,1,0.122917847,,,,,
957,100957,A13,30,A34,A43,3656,A65,A75,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,0,1,0.138618482,,,,,
958,100958,A12,9,A34,A43,1154,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,0,1,0.081105916,,,,,
959,100959,A11,28,A32,A40,4006,A61,A73,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,1,1,0.692559086,,,,,
960,100960,A12,24,A32,A42,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,0,1,0.400029386,,,,,
961,100961,A14,6,A34,A43,1740,A61,A75,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,0,1,0.029739183,,,,,
962,100962,A12,21,A33,A40,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,0,1,0.66331292,,,,,
963,100963,A14,15,A32,A40,3556,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,0,1,0.076214106,,,,,
964,100964,A14,24,A32,A43,2397,A63,A75,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,1,1,0.138526945,,,,,
965,100965,A12,6,A32,A45,454,A61,A72,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,0,1,0.547191058,,,,,
966,100966,A12,30,A32,A43,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,0,1,0.403788233,,,,,
967,100967,A12,27,A34,A43,2520,A63,A73,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,1,1,0.243569221,,,,,
968,100968,A14,15,A32,A43,3568,A61,A75,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,0,1,0.13135411,,,,,
970,100970,A11,11,A34,A40,3939,A61,A73,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,0,1,0.301274321,,,,,
971,100971,A12,15,A32,A45,1514,A62,A73,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,0,1,0.248237585,,,,,
973,100973,A11,24,A31,A40,1193,A61,A71,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,1,1,0.942288331,,,,,
975,100975,A14,30,A34,A43,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,0,1,0.100163916,,,,,
976,100976,A13,24,A32,A43,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,0,1,0.390921827,,,,,
977,100977,A12,6,A32,A43,753,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,0,1,0.086588655,,,,,
978,100978,A12,18,A33,A49,2427,A65,A75,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,0,1,0.202755565,,,,,
979,100979,A14,24,A33,A40,2538,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,1,1,0.401049103,,,,,
980,100980,A12,15,A31,A40,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,1,1,0.771313605,,,,,
982,100982,A14,48,A32,A49,4844,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,1,1,0.357758322,,,,,
983,100983,A13,21,A32,A40,2923,A62,A73,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,0,1,0.501866041,,,,,
985,100985,A14,24,A34,A42,2028,A61,A74,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,0,1,0.035237695,,,,,
986,100986,A11,15,A34,A42,1433,A61,A73,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,0,1,0.408273719,,,,,
988,100988,A14,13,A32,A43,1409,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,0,1,0.083711369,,,,,
990,100990,A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,0,1,0.229072289,,,,,
991,100991,A14,12,A34,A46,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,0,1,0.034072361,,,,,
992,100992,A14,15,A31,A43,1569,A62,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,0,1,0.389334612,,,,,
993,100993,A11,18,A32,A43,1936,A65,A74,2,A94,A101,4,A123,23,A143,A151,2,A172,1,A191,A201,0,1,0.157115373,,,,,
994,100994,A11,36,A32,A42,3959,A61,A71,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,0,1,0.546737438,,,,,
995,100995,A14,12,A32,A40,2390,A65,A75,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,0,1,0.050827408,,,,,
996,100996,A14,12,A32,A42,1736,A61,A74,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,0,1,0.092508274,,,,,
997,100997,A11,30,A32,A41,3857,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,0,1,0.253389272,,,,,
998,100998,A14,12,A32,A43,804,A61,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,0,1,0.070492012,,,,,
999,100999,A11,45,A32,A43,1845,A61,A73,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,1,1,0.655372352,,,,,
1000,101000,A12,45,A34,A41,4576,A62,A71,3,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,0,1,0.17532194,,,,,
1001,101001,A11,6,A34,A43,1169,A65,A75,4,A93,A101,4,A121,67,A143,A152,2,A173,1,A192,A201,0,1,0.048583778,,,,,
1002,101002,A12,48,A32,A43,5951,A61,A73,2,A92,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,0,1,0.626835438,,,,,
1003,101003,A14,12,A34,A46,2096,A61,A74,2,A93,A101,3,A121,49,A143,A152,1,A172,2,A191,A201,0,1,0.051144179,,,,,
1005,101005,A11,24,A33,A40,4870,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,1,1,0.759094176,,,,,
1007,101007,A14,24,A32,A42,2835,A63,A75,3,A93,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,0,1,0.142787996,,,,,
1009,101009,A14,12,A32,A43,3059,A64,A74,2,A91,A101,4,A121,61,A143,A152,1,A172,1,A191,A201,0,1,0.009710081,,,,,
1010,101010,A12,30,A34,A40,5234,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,1,1,0.585895623,,,,,
1011,101011,A12,12,A32,A40,1295,A61,A72,3,A92,A101,1,A123,25,A143,A151,1,A173,1,A191,A201,1,1,0.607336375,,,,,
1012,101012,A11,48,A32,A49,4308,A61,A72,3,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,1,0.842655367,,,,,
1013,101013,A12,12,A32,A43,1567,A61,A73,1,A92,A101,1,A123,22,A143,A152,1,A173,1,A192,A201,0,1,0.193381962,,,,,
1014,101014,A11,24,A34,A40,1199,A61,A75,4,A93,A101,4,A123,60,A143,A152,2,A172,1,A191,A201,1,1,0.564724068,,,,,
1015,101015,A11,15,A32,A40,1403,A61,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,0,1,0.636478443,,,,,
1016,101016,A11,24,A32,A43,1282,A62,A73,4,A92,A101,2,A123,32,A143,A152,1,A172,1,A191,A201,1,1,0.620767785,,,,,
1017,101017,A14,24,A34,A43,2424,A65,A75,4,A93,A101,4,A122,53,A143,A152,2,A173,1,A191,A201,0,1,0.028952564,,,,,
1020,101020,A14,24,A32,A43,3430,A63,A75,3,A93,A101,2,A123,31,A143,A152,1,A173,2,A192,A201,0,1,0.1020451,,,,,
1021,101021,A14,9,A34,A40,2134,A61,A73,4,A93,A101,4,A123,48,A143,A152,3,A173,1,A192,A201,0,1,0.050822797,,,,,
1022,101022,A11,6,A32,A43,2647,A63,A73,2,A93,A101,3,A121,44,A143,A151,1,A173,2,A191,A201,0,1,0.206146727,,,,,
1023,101023,A11,10,A34,A40,2241,A61,A72,1,A93,A101,3,A121,48,A143,A151,2,A172,2,A191,A202,0,1,0.081625338,,,,,
1024,101024,A12,12,A34,A41,1804,A62,A72,3,A93,A101,4,A122,44,A143,A152,1,A173,1,A191,A201,0,1,0.041901791,,,,,
1025,101025,A14,10,A34,A42,2069,A65,A73,2,A94,A101,1,A123,26,A143,A152,2,A173,1,A191,A202,0,1,0.004130913,,,,,
1026,101026,A11,6,A32,A42,1374,A61,A73,1,A93,A101,2,A121,36,A141,A152,1,A172,1,A192,A201,0,1,0.26198506,,,,,
1027,101027,A14,6,A30,A43,426,A61,A75,4,A94,A101,4,A123,39,A143,A152,1,A172,1,A191,A201,0,1,0.224770875,,,,,
1028,101028,A13,12,A31,A43,409,A64,A73,3,A92,A101,3,A121,42,A143,A151,2,A173,1,A191,A201,0,1,0.191337424,,,,,
1029,101029,A12,7,A32,A43,2415,A61,A73,3,A93,A103,2,A121,34,A143,A152,1,A173,1,A191,A201,0,1,0.063738192,,,,,
1031,101031,A12,18,A32,A49,1913,A64,A72,3,A94,A101,3,A121,36,A141,A152,1,A173,1,A192,A201,0,1,0.203928835,,,,,
1032,101032,A11,24,A32,A42,4020,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,0,1,0.518981623,,,,,
1033,101033,A12,18,A32,A40,5866,A62,A73,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,0,1,0.232235469,,,,,
1034,101034,A14,12,A34,A49,1264,A65,A75,4,A93,A101,4,A124,57,A143,A151,1,A172,1,A191,A201,0,1,0.019362972,,,,,
1035,101035,A13,12,A32,A42,1474,A61,A72,4,A92,A101,1,A122,33,A141,A152,1,A174,1,A192,A201,0,1,0.349338161,,,,,
1036,101036,A12,45,A34,A43,4746,A61,A72,4,A93,A101,2,A122,25,A143,A152,2,A172,1,A191,A201,1,1,0.411701319,,,,,
1038,101038,A13,18,A32,A43,2100,A61,A73,4,A93,A102,2,A121,37,A142,A152,1,A173,1,A191,A201,1,1,0.439134599,,,,,
1039,101039,A13,10,A32,A44,1225,A61,A73,2,A93,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,0,1,0.159497681,,,,,
1040,101040,A12,9,A32,A43,458,A61,A73,4,A93,A101,3,A121,24,A143,A152,1,A173,1,A191,A201,0,1,0.216946717,,,,,
1041,101041,A14,30,A32,A43,2333,A63,A75,4,A93,A101,2,A123,30,A141,A152,1,A174,1,A191,A201,0,1,0.25008532,,,,,
1042,101042,A12,12,A32,A43,1158,A63,A73,3,A91,A101,1,A123,26,A143,A152,1,A173,1,A192,A201,0,1,0.278492132,,,,,
1046,101046,A14,11,A34,A40,1393,A61,A72,4,A92,A101,4,A123,35,A143,A152,2,A174,1,A191,A201,0,1,0.151835624,,,,,
1047,101047,A14,36,A32,A43,2299,A63,A75,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A191,A201,0,1,0.203228967,,,,,
1048,101048,A11,6,A32,A41,1352,A63,A71,1,A92,A101,2,A122,23,A143,A151,1,A171,1,A192,A201,0,1,0.070068667,,,,,
1050,101050,A14,12,A32,A43,2073,A62,A73,4,A92,A102,2,A121,28,A143,A152,1,A173,1,A191,A201,0,1,0.188340356,,,,,
1051,101051,A12,24,A33,A42,2333,A65,A72,4,A93,A101,2,A122,29,A141,A152,1,A172,1,A191,A201,0,1,0.447494592,,,,,
1052,101052,A12,27,A33,A41,5965,A61,A75,1,A93,A101,2,A123,30,A143,A152,2,A174,1,A192,A201,0,1,0.065719428,,,,,
1053,101053,A14,12,A32,A43,1262,A61,A73,3,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,0,1,0.067754593,,,,,
1054,101054,A14,18,A32,A41,3378,A65,A73,2,A93,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,0,1,0.004700177,,,,,
1055,101055,A12,36,A33,A40,2225,A61,A75,4,A93,A101,4,A124,57,A141,A153,2,A173,1,A192,A201,1,1,0.831700687,,,,,
1056,101056,A14,6,A31,A40,783,A65,A73,1,A93,A103,2,A121,26,A142,A152,1,A172,2,A191,A201,0,1,0.106591269,,,,,
1059,101059,A13,18,A32,A40,1961,A61,A75,3,A92,A101,2,A123,23,A143,A152,1,A174,1,A191,A201,0,1,0.53539894,,,,,
1061,101061,A12,9,A32,A49,1391,A61,A73,2,A94,A101,1,A121,27,A141,A152,1,A173,1,A192,A201,0,1,0.306604859,,,,,
1062,101062,A12,15,A34,A43,1537,A65,A75,4,A93,A103,4,A121,50,A143,A152,2,A173,1,A192,A201,0,1,0.018889268,,,,,
1063,101063,A12,36,A30,A49,1953,A61,A75,4,A93,A101,4,A124,61,A143,A153,1,A174,1,A192,A201,1,1,0.708995539,,,,,
1065,101065,A14,24,A32,A43,3181,A61,A72,4,A92,A101,4,A122,26,A143,A152,1,A173,1,A192,A201,0,1,0.125614816,,,,,
1066,101066,A14,27,A32,A45,5190,A65,A75,4,A93,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,0,1,0.119601558,,,,,
1067,101067,A14,12,A32,A43,2171,A61,A72,2,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,0,1,0.127583869,,,,,
1068,101068,A12,12,A32,A40,1007,A64,A73,4,A94,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,0,1,0.274068753,,,,,
1069,101069,A14,36,A32,A46,1819,A61,A73,4,A93,A101,4,A124,37,A142,A153,1,A173,1,A192,A201,1,1,0.486187317,,,,,
1070,101070,A14,36,A32,A43,2394,A65,A73,4,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,0,1,0.174892187,,,,,
1072,101072,A14,7,A34,A43,730,A65,A75,4,A93,A101,2,A122,46,A143,A151,2,A172,1,A192,A201,0,1,0.009182182,,,,,
1073,101073,A11,8,A34,A41,1164,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,0,1,0.094297238,,,,,
1074,101074,A12,42,A34,A49,5954,A61,A74,2,A92,A101,1,A121,41,A141,A152,2,A172,1,A191,A201,0,1,0.437070675,,,,,
1075,101075,A11,36,A32,A46,1977,A65,A75,4,A93,A101,4,A124,40,A143,A152,1,A174,1,A192,A201,1,1,0.582701723,,,,,
1076,101076,A11,12,A34,A41,1526,A61,A75,4,A93,A101,4,A124,66,A143,A153,2,A174,1,A191,A201,0,1,0.061853642,,,,,
1077,101077,A11,42,A32,A43,3965,A61,A72,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A191,A201,1,1,0.645339695,,,,,
1078,101078,A12,11,A33,A43,4771,A61,A74,2,A93,A101,4,A122,51,A143,A152,1,A173,1,A191,A201,0,1,0.085436392,,,,,
1080,101080,A12,30,A32,A42,3832,A61,A72,2,A94,A101,1,A122,22,A143,A152,1,A173,1,A191,A201,0,1,0.513017459,,,,,
1081,101081,A14,24,A32,A43,5943,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,1,1,0.0299783,,,,,
1082,101082,A14,15,A32,A43,1213,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,0,1,0.097977215,,,,,
1083,101083,A14,18,A32,A49,1568,A62,A73,3,A92,A101,4,A122,24,A143,A151,1,A172,1,A191,A201,0,1,0.175014627,,,,,
1084,101084,A11,24,A32,A41,1755,A61,A75,4,A92,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,0,1,0.096303273,,,,,
1085,101085,A11,10,A32,A43,2315,A61,A75,3,A93,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,0,1,0.259741488,,,,,
1086,101086,A14,12,A34,A49,1412,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,0,1,0.018190864,,,,,
1087,101087,A12,18,A34,A42,1295,A61,A72,4,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,0,1,0.361252109,,,,,
1089,101089,A11,18,A32,A40,2249,A62,A74,4,A93,A101,3,A123,30,A143,A152,1,A174,2,A192,A201,0,1,0.475192073,,,,,
1090,101090,A11,12,A30,A45,1108,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,1,1,0.669638091,,,,,
1091,101091,A14,12,A34,A43,618,A61,A75,4,A93,A101,4,A121,56,A143,A152,1,A173,1,A191,A201,0,1,0.03907426,,,,,
1092,101092,A11,12,A34,A41,1409,A61,A75,4,A93,A101,3,A121,54,A143,A152,1,A173,1,A191,A201,0,1,0.062678658,,,,,
1093,101093,A14,12,A34,A43,797,A65,A75,4,A92,A101,3,A122,33,A141,A152,1,A172,2,A191,A201,1,1,0.084791224,,,,,
1094,101094,A13,24,A34,A42,3617,A65,A75,4,A93,A102,4,A124,20,A143,A151,2,A173,1,A191,A201,0,1,0.140384296,,,,,
1095,101095,A12,12,A32,A40,1318,A64,A75,4,A93,A101,4,A121,54,A143,A152,1,A173,1,A192,A201,0,1,0.117844932,,,,,
1097,101097,A14,12,A34,A46,2012,A65,A74,4,A92,A101,2,A123,61,A143,A152,1,A173,1,A191,A201,0,1,0.044437909,,,,,
1098,101098,A12,18,A32,A49,2622,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,0,1,0.293630073,,,,,
1099,101099,A12,36,A34,A43,2337,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,0,1,0.356965744,,,,,
1101,101101,A14,24,A32,A40,1469,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,0,1,0.418503874,,,,,
1102,101102,A12,36,A32,A43,2323,A61,A74,4,A93,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,0,1,0.381437154,,,,,
1103,101103,A14,6,A33,A43,932,A61,A73,3,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,0,1,0.114972718,,,,,
1104,101104,A12,9,A34,A42,1919,A61,A74,4,A93,A101,3,A123,35,A143,A151,1,A173,1,A192,A201,0,1,0.062296273,,,,,
1105,101105,A14,12,A32,A41,2445,A65,A72,2,A94,A101,4,A123,26,A143,A151,1,A173,1,A192,A201,0,1,0.006855257,,,,,
1110,101110,A12,14,A32,A49,1410,A63,A75,1,A94,A101,2,A121,35,A143,A152,1,A173,1,A192,A201,0,1,0.240748741,,,,,
1111,101111,A12,6,A33,A49,1449,A62,A75,1,A91,A101,2,A123,31,A141,A152,2,A173,2,A191,A201,0,1,0.515259726,,,,,
1112,101112,A13,15,A32,A46,392,A61,A72,4,A92,A101,4,A122,23,A143,A151,1,A173,1,A192,A201,0,1,0.439862854,,,,,
1115,101115,A11,12,A32,A43,1680,A63,A75,3,A94,A101,1,A121,35,A143,A152,1,A173,1,A191,A201,0,1,0.440476533,,,,,
1116,101116,A14,48,A34,A43,3578,A65,A75,4,A93,A101,1,A121,47,A143,A152,1,A173,1,A192,A201,0,1,0.066316321,,,,,
1118,101118,A11,10,A34,A42,2132,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,0,1,0.0465865,,,,,
1119,101119,A11,33,A34,A42,4281,A63,A73,1,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,1,1,0.479006771,,,,,
1120,101120,A12,12,A34,A40,2366,A63,A74,3,A91,A101,3,A123,36,A143,A152,1,A174,1,A192,A201,0,1,0.219708313,,,,,
1121,101121,A11,21,A32,A43,1835,A61,A73,3,A92,A101,2,A121,25,A143,A152,2,A173,1,A192,A201,1,1,0.469666046,,,,,
